,Mejor,Media,Std
0,0.000502115982079372,0.0010265840512924359,0.0002531062262187423
1,0.0014273598854466424,0.00342651284693218,0.0009061135345288228
2,0.0014086159739541873,0.004456943929810554,0.0014339192065005912
3,0.001180062387588485,0.0025730842059984178,0.0007572122827142277
4,0.0008522357071261091,0.0015657083846234829,0.0002956670740933259
5,0.0004781218412142627,0.0009781094644782488,0.00019900450773794538
6,0.0003060636816435391,0.0005387142800666859,9.145358969616434e-05
7,0.00013345171951110882,0.0003259322262229937,7.457341655872221e-05
8,0.00014940663754865106,0.00023330539327044264,3.554689399816986e-05
9,9.383909896422486e-05,0.00015005561607597353,2.7881333367090253e-05
10,6.822120717461226e-05,0.00010482409414962669,1.7693289630622093e-05
11,2.4044137254381745e-05,7.351367376759327e-05,1.8610887965631864e-05
12,1.6255284612580895e-05,4.348468020612622e-05,1.2291154089960355e-05
13,1.8232494270459913e-05,3.274181190716968e-05,7.103439783510647e-06
14,9.519494286857968e-06,2.458282218005772e-05,6.890277189093253e-06
15,6.141275197072132e-06,1.8597438785697892e-05,5.324961475454001e-06
16,8.435814510539825e-06,1.4268983656144227e-05,3.136122952133935e-06
17,3.4480392425538063e-06,9.373555740421052e-06,2.0402169682892746e-06
18,3.1783715390497866e-06,6.283742316931639e-06,1.8611393286903151e-06
19,1.5384779447122895e-06,5.421893143004756e-06,1.3630350698115117e-06
20,1.2923637426522777e-06,3.573095567957096e-06,1.0284402586731158e-06
21,1.337325974847674e-06,2.668002043071057e-06,6.825546337153536e-07
22,9.49619005131358e-07,1.915586698277477e-06,5.30489085667629e-07
23,2.860372204349406e-07,1.314713328810506e-06,3.518414946582148e-07
24,3.967323344708693e-07,8.614977052198578e-07,2.2276414543916122e-07
25,2.877975218430623e-07,6.2590295580506e-07,1.4863620148435064e-07
26,2.2531028835300501e-07,5.303852114405592e-07,1.3345750264281563e-07
27,2.2369567874557324e-07,3.771260350111883e-07,6.037780385321473e-08
28,1.0222905301580156e-07,2.4743880094572916e-07,6.127211016454045e-08
29,8.57249071060571e-08,1.866326720749758e-07,4.215244025258938e-08
30,5.5176642219829716e-08,1.007617033223425e-07,2.4303601658901383e-08
31,4.079255034245878e-08,7.011196494234062e-08,1.4727305084331573e-08
32,3.038559733585375e-08,5.065127917300267e-08,1.109550895228557e-08
33,1.2857693269165496e-08,3.558282755984365e-08,1.1850808215287955e-08
34,8.199464426185835e-09,2.847235277639682e-08,8.233104252664646e-09
35,7.0756172254550246e-09,1.726182852078279e-08,4.444534260367056e-09
36,5.303934353238208e-09,1.317772412747228e-08,3.157608106012233e-09
37,3.8129483476094936e-09,9.660407373311318e-09,2.8759885669973118e-09
38,4.4999108276889705e-09,8.368724760825474e-09,2.2548503200967397e-09
39,3.3109022925797293e-09,6.265189038229049e-09,1.1515315583032309e-09
40,1.8410116015472158e-09,3.7860587064346385e-09,9.418749113984553e-10
41,1.1006475648766032e-09,2.9144442621197612e-09,5.485923281549336e-10
42,5.532850661497845e-10,1.962046353835561e-09,5.363818460880753e-10
43,7.896340661018064e-10,1.4603357548404426e-09,4.413006054935033e-10
44,5.555397611457384e-10,1.3531913615811615e-09,3.2881111799753584e-10
45,3.510888488651382e-10,8.817131849206489e-10,1.6757798338818667e-10
46,1.9056209751393096e-10,6.865459233819509e-10,1.71778497396322e-10
47,1.7587798783954337e-10,4.355080639875344e-10,8.324114105963774e-11
48,1.687117586339336e-10,3.239606552910458e-10,5.948282654435062e-11
49,6.651508052402646e-11,2.0120532688522662e-10,5.6134927969092415e-11
50,8.223958241012129e-11,1.5512755591261028e-10,3.617710108673801e-11
51,2.8978392383658322e-11,1.0536764933640473e-10,2.2301985978924064e-11
52,2.5459872200292443e-11,7.151977933865778e-11,1.9849393606375792e-11
53,1.9597884195218336e-11,4.728248757825117e-11,1.3761654405766168e-11
54,1.1632678864257656e-11,3.46137825656319e-11,1.007619452993142e-11
55,8.417363380163167e-12,2.177463806392399e-11,6.1693123937033375e-12
56,4.2019000734340604e-12,1.6359779881558972e-11,4.418768121971109e-12
57,3.863826802672515e-12,1.1144996342803644e-11,3.4266507573714283e-12
58,3.8856721981144305e-12,9.185734458462554e-12,1.7690723116998427e-12
59,1.8916371087482668e-12,5.47870235795786e-12,1.846208645182457e-12
60,1.898135894837216e-12,3.468776099654493e-12,8.93527050784375e-13
61,9.088344472619843e-13,2.9500884803630493e-12,8.23712851225556e-13
62,7.553460297611018e-13,1.913035204452647e-12,6.578651056136031e-13
63,6.667051694907154e-13,1.3711094188366006e-12,2.784586521087014e-13
64,3.104224531729937e-13,9.126179314793423e-13,2.6377430456595065e-13
65,4.133124629465324e-13,8.370622727027108e-13,2.700716129140808e-13
66,2.964253322407587e-13,6.352573136949466e-13,1.1777417324222898e-13
67,2.694611791276433e-13,4.587489106971197e-13,1.0311025742334497e-13
68,1.5182329705377846e-13,3.1715790649740853e-13,6.45405518667687e-14
69,9.746551264910733e-14,2.1671862653962755e-13,4.5687615582384016e-14
70,7.809835745791269e-14,1.6433784522335228e-13,3.611809115526334e-14
