,Mejor,Media,Std
0,0.0011776026196216411,0.005779012607076224,0.002199355986423387
1,0.0007329826196567616,0.0014245757755704856,0.00041536832247469164
2,0.00024652862176463385,0.0006945484259841308,0.00017640639863721698
3,9.437388105498198e-05,0.0003375386814686964,8.510658399110742e-05
4,5.8998051301817795e-05,0.0002206786720372749,6.044687185142974e-05
5,5.4322170001739736e-05,0.00014115785518632206,3.7801215947330526e-05
6,5.522878157988614e-05,9.921016415982551e-05,2.1974217659936244e-05
7,3.720273529772277e-05,6.0243166463269674e-05,1.2790405480142479e-05
8,9.966167767847805e-06,4.3453287772531674e-05,1.0260046846922026e-05
9,1.2306238610533452e-05,2.7477477155775166e-05,5.783915800681391e-06
10,8.344090285379672e-06,1.8154066461816295e-05,3.9074898678429825e-06
11,3.9068721809379045e-06,1.268585106591881e-05,2.9177265973314968e-06
12,4.326827244319619e-06,8.340627482015813e-06,1.6584567905298418e-06
13,3.20878418782942e-06,5.950796838793868e-06,1.0826170711985289e-06
14,1.6681114319393356e-06,3.5954022505531733e-06,7.77483617549425e-07
15,1.3300169463579826e-06,2.212854300623139e-06,4.936811041471324e-07
16,5.91168164230912e-07,1.2007019693865761e-06,2.9386260634228616e-07
17,4.352213157741292e-07,7.000144148058964e-07,1.5476919076246568e-07
18,2.3666587679496314e-07,4.3077787905074477e-07,7.782120731016302e-08
19,1.5596891471337987e-07,2.851001785283613e-07,4.547014722955019e-08
20,8.807697427441902e-08,1.7309460233573e-07,3.2875143560934094e-08
21,5.0520759796327754e-08,9.48082675877386e-08,1.6478713305216136e-08
22,2.134096176735327e-08,5.465729911114748e-08,1.5521360595976176e-08
23,1.8504901532985388e-08,3.092026191187008e-08,7.67055904364987e-09
24,1.2214777345406007e-08,2.161852453155171e-08,3.502109517301501e-09
25,8.376561394196018e-09,1.4849398899241099e-08,2.6937532258820127e-09
26,4.925906766467843e-09,8.551537541836828e-09,1.5126215644593766e-09
27,2.0307021294530237e-09,4.736594930058839e-09,9.303319126020139e-10
28,9.382062431726624e-10,2.854818422020712e-09,6.986359140624647e-10
29,4.877105262040689e-10,1.8101504411325913e-09,5.454376062385384e-10
30,5.705760705535453e-10,1.2050786755195972e-09,2.5520540712795965e-10
31,4.758187030677664e-10,7.807540536841512e-10,1.2810891596365617e-10
32,2.2794151849435234e-10,5.630658754096645e-10,1.0722068802941621e-10
33,1.8892884736384555e-10,4.022578612618405e-10,9.608667371488416e-11
34,1.8365606601014357e-10,2.992291551495607e-10,5.6787386601113174e-11
35,9.010366056981317e-11,2.338563679360173e-10,5.071222889100656e-11
36,4.47302033943642e-11,1.6977397250028743e-10,4.6094336693517145e-11
37,4.016648241245264e-11,1.405968019386438e-10,3.3620652127164444e-11
38,2.1216785273073036e-11,1.0377619363416446e-10,2.2786724452443062e-11
39,1.7304912431752607e-11,6.736380387576718e-11,2.178936770092957e-11
40,2.695731658392538e-11,4.976914574152756e-11,1.1355921038237321e-11
41,1.6241987651122018e-11,3.803953825249752e-11,1.0357762789631813e-11
42,1.2425091097713641e-11,3.8200902231999784e-11,1.1946203257666936e-11
43,1.5300780020311558e-11,3.4072273682665773e-11,7.77498093373136e-12
44,1.3547070490970359e-11,2.949534485722882e-11,8.316583516461244e-12
45,1.3790106246584041e-11,2.6966654931241833e-11,6.755310366195434e-12
46,9.760602957120134e-12,2.870529529299452e-11,6.963187490342396e-12
47,8.283076263691652e-12,2.763626725468517e-11,7.87841996892554e-12
48,9.379301579989016e-12,2.3923411345303414e-11,5.392735109255984e-12
49,1.1139815174028285e-11,2.1057220492804964e-11,6.2967301686393935e-12
50,4.7928787792928765e-12,2.402553123474896e-11,6.283862139830494e-12
51,1.0129589308403637e-11,2.2301849773643555e-11,6.401838222450189e-12
52,1.1708625479718569e-11,2.4200710742851547e-11,6.756002895773674e-12
53,7.242862952150807e-12,2.2146189428095302e-11,6.878984168700791e-12
54,8.862544435218112e-12,2.0291447870297257e-11,6.370516994845244e-12
55,4.775615644821971e-12,2.0576255015876072e-11,5.472127169965764e-12
56,8.43549147191626e-12,2.3053508118689002e-11,6.658149959306993e-12
57,9.232175559748077e-12,2.3140867886813578e-11,6.426365930772893e-12
58,1.1551691294229496e-11,2.3667738132899807e-11,6.693556081355746e-12
59,8.827282357068724e-12,2.0237551326338747e-11,6.072873608334888e-12
60,1.1353945810298505e-11,2.3318336012827877e-11,6.346345763076315e-12
61,1.0961168745332408e-11,2.5582214106274765e-11,5.868876317534256e-12
62,1.2481620785704602e-11,2.5838575258400667e-11,5.5443258466002615e-12
63,5.543103544341713e-12,2.709099144573613e-11,8.96612442536035e-12
64,6.050275261835804e-12,3.2294898151483404e-11,9.732729576363542e-12
65,1.6266571234458442e-11,3.73213252355977e-11,7.46457183674771e-12
66,1.8692636413670277e-11,3.689660374556545e-11,7.1016459432206565e-12
67,7.965780279208749e-12,3.3848574763248885e-11,1.0319394639468504e-11
68,2.1534970905474804e-11,3.409786781500626e-11,6.5467934139789555e-12
69,2.0731462636107833e-11,3.4983649978831355e-11,6.436870324082786e-12
70,1.6425858132937626e-11,3.28549449728118e-11,6.7556912394158825e-12
71,9.97797832849316e-12,2.8212854942919632e-11,8.361739710290041e-12
72,6.98022289783912e-12,2.637960741697413e-11,7.193212119653057e-12
73,1.1821914740675711e-11,2.5962592346987003e-11,6.113894940126733e-12
74,8.16058530770326e-12,2.81677954603775e-11,7.55779277412142e-12
75,1.3602872906939638e-11,2.5554388029612495e-11,7.068157051156232e-12
76,1.3020693190140078e-11,2.4664433561330475e-11,4.761635259248e-12
77,8.730428124442392e-12,2.3500714392947806e-11,5.8774318513136765e-12
78,9.623658865066381e-12,2.125414028804925e-11,4.971476476813191e-12
79,9.28370546028434e-12,2.4638857231899388e-11,6.289238008545356e-12
80,1.0485724149466705e-11,2.735275085470012e-11,6.496760875417887e-12
81,7.127832700935565e-12,2.5600373460786763e-11,7.41912048151119e-12
82,1.2984507099090981e-11,2.487701192046585e-11,5.968186965084693e-12
83,7.552705388476713e-12,2.4066844920819e-11,6.456337728196005e-12
84,1.556373832495722e-11,2.3874021521889612e-11,5.9079948799506426e-12
85,9.806615416634381e-12,2.515290388337326e-11,6.5091792183592784e-12
86,1.2229055388279549e-11,2.6386113798393364e-11,6.6611002500624365e-12
87,1.0120773607664677e-11,2.8967061005494765e-11,6.887370475355892e-12
88,8.49829988356728e-12,3.0555169028080564e-11,8.203546208188573e-12
89,1.1292057009871755e-11,3.1230485003567967e-11,7.527927381270587e-12
90,1.904680870536862e-11,3.165049947071675e-11,5.9109641674239655e-12
91,1.4782184298989997e-11,3.093838052301577e-11,7.606334596135653e-12
92,1.576706614035318e-11,3.0006547547730185e-11,7.343081717309484e-12
93,9.858383328000835e-12,2.6885444695350493e-11,8.55407200310333e-12
94,9.7317842821068e-12,2.6842563196874577e-11,8.388037848234996e-12
95,1.1251422756562509e-11,2.5983196123908583e-11,6.139374134888636e-12
96,5.7704563017940254e-12,2.3950523233968857e-11,7.689268861405088e-12
97,1.7196748636108618e-11,2.8483306537515016e-11,6.585021341111195e-12
98,7.855036313878089e-12,2.81797945389763e-11,8.661695126046158e-12
99,1.6046714467485326e-11,3.22269727537705e-11,7.270741114874822e-12
100,2.2939827066979125e-11,3.6394039327710627e-11,7.228685790477785e-12
101,1.5523420205908065e-11,3.218332047427187e-11,6.734639377467821e-12
102,1.2752746369266594e-11,2.816247104259219e-11,6.631095582169122e-12
103,1.3597243641369329e-11,2.4326858087983438e-11,5.478963046974493e-12
104,1.151599615834635e-11,2.3528829351262542e-11,6.6783398366206665e-12
105,1.2459724810949305e-11,2.849169649903248e-11,8.28516408471986e-12
106,1.020632451929913e-11,2.846941403269511e-11,7.0528034248074216e-12
107,1.226474682375348e-11,3.016284606496956e-11,9.970908004393557e-12
108,7.313161203359282e-12,3.1178148007659524e-11,7.935917143863442e-12
109,1.3551219137557866e-11,3.248662406868275e-11,7.339373611777008e-12
110,1.5524867212807112e-11,3.131777845977338e-11,7.881519068104894e-12
111,1.894613891137917e-11,3.2495443882779464e-11,6.664344266573413e-12
112,1.3517823518622454e-11,2.8556275910885253e-11,9.424013614228994e-12
113,1.2656926754963555e-11,2.7453867498609153e-11,6.399452511522633e-12
114,1.3826856245244857e-11,2.476519761761987e-11,5.894119499210778e-12
115,1.0304383810063142e-11,2.7292840902329785e-11,7.857262681077126e-12
116,1.240575414875411e-11,2.6081908248406388e-11,7.091465718978526e-12
117,9.918807012312332e-12,2.863885762874817e-11,7.870028754097685e-12
118,6.387847944826883e-12,2.562538317857111e-11,6.886618225325852e-12
119,8.599321469319951e-12,2.4605681948842312e-11,6.357278436646308e-12
120,1.0756899116835877e-11,2.6156098794054258e-11,7.73711850526104e-12
121,1.1067950826934185e-11,2.259897248690711e-11,4.939452315195379e-12
122,6.87217442095376e-12,2.389457361529524e-11,7.374969623477144e-12
123,1.0605558165883442e-11,2.5323714671472084e-11,6.223601498715074e-12
124,1.2736215968414993e-11,2.4458742275136262e-11,5.495539517186106e-12
125,8.467809359034272e-12,2.2896878536872985e-11,5.983769044836207e-12
126,1.5549107563550618e-11,2.4552138223361524e-11,4.58045502543078e-12
127,8.92505767512291e-12,2.836516578214836e-11,6.541929254533936e-12
128,1.4071050980403475e-11,3.2403286935151887e-11,7.012349112803943e-12
129,1.6946311422102237e-11,2.846107670383937e-11,6.15535237044485e-12
130,9.833143067767891e-12,2.4637976229401285e-11,8.343487731648537e-12
131,8.091663389083753e-12,2.3278621866975226e-11,6.306013542885124e-12
132,9.404572927390101e-12,2.3512370408742827e-11,6.3152629412660386e-12
133,9.256632143816549e-12,2.0290284097589655e-11,6.152681352148158e-12
134,1.3567741495706763e-11,2.1945304945855717e-11,3.8212354504369365e-12
135,5.752923743875415e-12,2.3504749373677017e-11,6.859049131545369e-12
136,1.2635170539807746e-11,2.4010131975445488e-11,7.474377699990332e-12
137,7.824799457341144e-12,2.130550812184641e-11,6.75594818924891e-12
138,1.1020544318653151e-11,2.6942346837850405e-11,7.346500156888125e-12
139,7.588967748984261e-12,2.7105958953874778e-11,7.230230453763522e-12
140,1.1673168186650011e-11,2.103571968248596e-11,5.403152462742652e-12
141,1.2161556947253607e-11,2.2950659796955124e-11,5.574573077404737e-12
142,1.3349036294010547e-11,2.6197735477786067e-11,5.745126305751392e-12
143,1.0531641247597159e-11,2.601458837085158e-11,6.411037837133968e-12
144,8.778173848861866e-12,2.8107447404569598e-11,6.162300301805082e-12
145,1.0929554019299294e-11,2.796447898992674e-11,7.465489388502597e-12
146,8.818635689013974e-12,2.7339215347312436e-11,8.635888043832249e-12
147,1.3832721934529378e-11,2.7904323549994153e-11,6.591319433098128e-12
148,9.509621351521116e-12,3.2875474668066733e-11,6.257378750519874e-12
149,1.4599086926317623e-11,3.259362915433536e-11,8.094358248027518e-12
150,1.930333721588774e-11,3.1927420975491405e-11,7.161528608068497e-12
151,1.0817381855881397e-11,3.280099514456443e-11,7.894133330005639e-12
152,9.671747934250521e-12,2.974404803781406e-11,7.373727383901664e-12
153,1.2420649863859766e-11,2.6082939193855708e-11,7.450136710861428e-12
154,1.0921970960203832e-11,2.496450438040672e-11,6.2046658336595814e-12
155,1.0884792741792757e-11,2.3438640044103608e-11,5.742837328631453e-12
156,6.9690072259479975e-12,2.9382797788301617e-11,6.7730124900104155e-12
157,2.2197574494422968e-11,3.559163758430972e-11,7.12132831865158e-12
158,1.8445026333697745e-11,3.495553528967951e-11,7.908873847527986e-12
159,1.6527805765433014e-11,3.334827778432231e-11,7.260722438690531e-12
160,1.676710330004267e-11,3.301205041321661e-11,7.509531195755508e-12
161,,,
162,,,
163,,,
164,,,
165,,,
166,,,
167,,,
168,,,
169,,,
170,,,
171,,,
172,,,
173,,,
174,,,
175,,,
176,,,
177,,,
178,,,
179,,,
180,,,
181,,,
182,,,
183,,,
184,,,
185,,,
186,,,
187,,,
188,,,
189,,,
190,,,
191,,,
192,,,
193,,,
194,,,
195,,,
196,,,
197,,,
198,,,
199,,,
200,,,
201,,,
202,,,
203,,,
204,,,
205,,,
206,,,
207,,,
208,,,
209,,,
210,,,
211,,,
212,,,
213,,,
214,,,
215,,,
216,,,
217,,,
218,,,
219,,,
220,,,
221,,,
222,,,
223,,,
224,,,
225,,,
226,,,
227,,,
228,,,
229,,,
230,,,
231,,,
232,,,
233,,,
234,,,
235,,,
236,,,
237,,,
238,,,
239,,,
240,,,
241,,,
242,,,
243,,,
244,,,
245,,,
246,,,
247,,,
248,,,
249,,,
250,,,
251,,,
252,,,
253,,,
254,,,
255,,,
256,,,
257,,,
258,,,
259,,,
260,,,
261,,,
262,,,
263,,,
264,,,
265,,,
266,,,
267,,,
268,,,
269,,,
270,,,
271,,,
272,,,
273,,,
274,,,
275,,,
276,,,
277,,,
278,,,
279,,,
280,,,
281,,,
282,,,
283,,,
284,,,
285,,,
286,,,
287,,,
288,,,
289,,,
290,,,
291,,,
292,,,
293,,,
294,,,
295,,,
296,,,
297,,,
298,,,
299,,,
300,,,
301,,,
302,,,
303,,,
304,,,
305,,,
306,,,
307,,,
308,,,
309,,,
310,,,
311,,,
312,,,
313,,,
314,,,
315,,,
316,,,
317,,,
318,,,
319,,,
320,,,
321,,,
322,,,
323,,,
324,,,
325,,,
326,,,
327,,,
328,,,
329,,,
330,,,
331,,,
332,,,
333,,,
334,,,
335,,,
336,,,
337,,,
338,,,
339,,,
340,,,
341,,,
342,,,
343,,,
344,,,
345,,,
346,,,
347,,,
348,,,
349,,,
350,,,
351,,,
352,,,
353,,,
