,Mejor,Media,Std
0,0.0031710411635233727,0.009255960433313786,0.0024810079625799133
1,0.0018234897863553532,0.004053825872953132,0.0012243525431679806
2,0.0008782405316707758,0.0016492846576983272,0.000407817688105618
3,0.0006023761077050442,0.000838498396873595,9.986823585739502e-05
4,0.0005389093577416878,0.0006350726671993198,4.165273591205267e-05
5,0.0004917600675700477,0.0005422198021967583,1.8280652943304335e-05
6,0.0004778007162857866,0.0005011759273449458,9.381758833394362e-06
7,0.0004661239738616931,0.00047785080655458873,4.806885094479101e-06
8,0.00046245487872168716,0.00046754648024816583,2.2862672703886887e-06
9,0.00045942522844841433,0.0004621731347948728,1.385039678792701e-06
10,0.00045542456124042,0.0004579456216007815,1.1017276591897966e-06
11,0.000454657009878286,0.00045606269193112223,5.393178619542522e-07
12,0.00045425871045653456,0.00045500773055544324,2.525170993510091e-07
13,0.00045424586315168406,0.0004544778843210232,1.2734271292525037e-07
14,0.0004541475295634552,0.0004542759951969034,4.312753485468644e-08
15,0.0004540912627741942,0.00045415197765704334,2.5739036526240812e-08
16,0.00045405869668558945,0.00045409355692848535,1.4429911924121401e-08
17,0.00045402311839034143,0.0004540580881339762,1.2019056908954156e-08
18,0.00045400997108207213,0.0004540275175075453,8.067980448968831e-09
19,0.0004540036804117966,0.00045401380554294844,4.331308584330858e-09
20,0.0004540020780537336,0.0004540089360201607,2.131765127457811e-09
21,0.0004540013388469482,0.0004540060406263932,1.916067999501019e-09
22,0.0004540007621172222,0.00045400418344829517,1.260182259425307e-09
23,0.000454001889437074,0.00045400359962838814,8.852796907320441e-10
24,0.00045400072643826607,0.00045400310949277934,9.566156259455458e-10
25,0.0004540014362220422,0.0004540031157320592,9.049428941804963e-10
26,0.00045400207689610456,0.00045400358258157914,7.067171929735891e-10
27,0.0004540009343559215,0.0004540027071331905,8.915479220565744e-10
28,0.00045400107199538306,0.0004540029305992698,9.621114060067901e-10
29,0.00045400105535925564,0.00045400294308549507,7.829675231949835e-10
30,0.0004540002581458975,0.00045400277064657434,8.396026445921321e-10
31,0.0004540013355440546,0.00045400296139101406,7.456583731400406e-10
32,0.00045400022210326496,0.00045400294820326683,1.0412353523789925e-09
33,0.00045400057686674147,0.0004540028381589154,9.494481724960076e-10
34,0.0004540007754894689,0.00045400274199480865,8.164631555863224e-10
35,0.0004540013769121817,0.00045400321656885684,7.656474267600031e-10
36,0.00045400104363442956,0.0004540031108755418,8.884090481544194e-10
37,0.00045400168866183914,0.0004540033292707153,7.326337885666101e-10
38,0.00045400057504185867,0.0004540028927337239,1.0363777922126622e-09
39,0.0004540003325126408,0.0004540030642026481,1.0032362235875624e-09
40,0.0004540006175468873,0.00045400250657434585,1.0602120527769845e-09
41,0.000453999901070956,0.000454002979891303,9.215873695393522e-10
42,0.00045400099336060284,0.000454002937486038,9.069229646600203e-10
43,0.00045400076672652925,0.00045400347652099673,1.0524181809084748e-09
44,0.000454001103643003,0.00045400331049251665,1.162510647317745e-09
45,0.00045400170140981943,0.0004540032302875815,8.444682203183032e-10
46,0.00045400032181432755,0.0004540030090753509,1.0848178147328261e-09
47,0.00045400045220574684,0.00045400286518805716,1.0086558886785025e-09
48,0.0004540012554774922,0.00045400311123720843,7.661592139055832e-10
49,0.0004540016667247274,0.0004540032479683262,7.884769362645821e-10
50,0.0004540016915958514,0.00045400361039168915,1.0579492404864273e-09
51,0.0004540017125235542,0.00045400351096497717,8.548132690950649e-10
52,0.0004540013287825309,0.00045400355484401234,1.0119654656277543e-09
53,0.0004540012240676387,0.00045400368529494137,7.706843260908901e-10
54,0.00045400133247366274,0.0004540034548074326,7.824432681136313e-10
55,0.00045400081938301324,0.00045400313116919245,1.1282984797559238e-09
56,0.00045400112341367505,0.0004540031822579215,7.961247353097015e-10
57,0.00045400063540439347,0.00045400323603027407,8.800110109503511e-10
58,0.0004540016759262091,0.0004540035594930724,9.408539429061532e-10
59,0.0004540014113805361,0.0004540032364184401,8.503246289802512e-10
60,0.0004540012583191641,0.000454003468626582,1.0799234738929263e-09
61,0.0004540013994624422,0.0004540032033655568,7.98715791361859e-10
62,0.0004540000455409351,0.0004540030690939756,9.801453898636152e-10
63,0.0004540019532713373,0.0004540039087801288,7.292501096214146e-10
64,0.00045400132362403414,0.00045400387391940274,9.071143587713607e-10
65,0.00045400073763567897,0.00045400320949361866,1.0387146019208627e-09
66,0.00045400034491308846,0.00045400314593943905,8.506072990581495e-10
67,0.00045400199532968005,0.0004540035143093579,7.044625268930399e-10
68,0.0004540015454190015,0.0004540033104087321,9.268472429932022e-10
69,0.00045400094121078285,0.00045400319629389246,1.1286199557084478e-09
70,0.0004540008250503489,0.00045400334275645264,1.277384257723216e-09
71,0.00045400152612708666,0.0004540035195650224,9.246017383196034e-10
72,0.0004540015273324357,0.0004540035445468417,8.792993726602077e-10
73,0.00045400141203397296,0.000454003384161926,9.322239287547917e-10
74,0.0004540007118736378,0.0004540034165175015,9.76517496606793e-10
75,0.00045400060501063646,0.00045400361723474294,8.954927973343583e-10
76,0.00045400131955311486,0.000454003585958153,1.0355093885333664e-09
77,0.0004540009858850926,0.00045400347732076014,1.0793700275064672e-09
78,0.0004540019209051825,0.00045400318310474265,5.839443330136618e-10
79,0.00045400175576533296,0.00045400377981734505,7.728981096357047e-10
80,0.0004540017911818637,0.0004540032652757521,7.341221634884126e-10
81,0.0004540006086660245,0.0004540033380214211,1.0253477468072473e-09
82,0.0004540016754408548,0.00045400369552341655,8.547193445184876e-10
83,0.0004540010425084728,0.0004540033387985292,9.053815952791382e-10
84,0.0004540009603063858,0.0004540027168469967,8.148571521299963e-10
85,0.00045400193495356286,0.0004540031310717641,5.264419324034587e-10
86,0.00045400134376091583,0.00045400372351849644,1.11389495832871e-09
87,0.0004540015195570588,0.0004540038156038053,9.35314934715261e-10
88,0.0004540007920714131,0.00045400316177556004,1.0007989865429202e-09
89,0.00045400145519851196,0.00045400344083511686,8.886348461953887e-10
90,0.00045400117756111153,0.000454003608566781,7.683741045057825e-10
91,0.00045400083404112114,0.000454003201778819,1.364306142722924e-09
92,0.0004540018160605032,0.0004540039477606078,8.176085918877105e-10
93,0.0004540013184618147,0.0004540039764414605,1.1707921583975129e-09
94,0.00045400069447750163,0.00045400320894511547,9.032334015394827e-10
95,0.00045400045356487764,0.0004540033649937962,9.452572360623275e-10
96,0.0004540008009933964,0.0004540033373252322,1.1926654021297959e-09
97,0.00045400016769097474,0.00045400317114590384,9.239962079466825e-10
98,0.0004540020426229757,0.0004540036975483996,7.254022118048872e-10
99,0.00045400101081717137,0.00045400403816550525,1.0389977003038163e-09
100,0.0004540016089648284,0.00045400393208138546,1.1826577851931896e-09
101,0.00045400150644666845,0.0004540040767669584,1.0710530004112643e-09
102,0.0004540007689074162,0.00045400362644711485,1.1471126876805589e-09
103,0.00045400171931949036,0.0004540033309874764,8.070697725420986e-10
104,0.0004540008952581146,0.0004540033903533146,1.0255414561283582e-09
105,0.00045400169818092436,0.00045400359968677596,9.366970510473713e-10
106,0.00045400174964510396,0.0004540034507264004,9.233439948347789e-10
107,0.0004540017043134626,0.0004540030899766966,6.738704014004873e-10
108,0.0004540004074469519,0.00045400298765905974,9.983993976985602e-10
109,0.00045400133161214095,0.0004540032109917364,9.119060531417083e-10
110,0.0004540013583140606,0.00045400285571960044,7.333345081757296e-10
111,0.0004540000556114458,0.00045400303389450447,1.2717625508209438e-09
112,0.0004540008743429636,0.00045400308366334754,9.916869588313049e-10
113,0.0004540012681637068,0.0004540032725434008,6.44429405767383e-10
114,0.00045400187192218066,0.00045400363444451,7.795139772182109e-10
115,0.00045400127387997923,0.0004540029404686311,9.21960025242122e-10
116,0.00045400072996896497,0.00045400309112677683,1.0237269326133507e-09
117,0.0004540009813457381,0.0004540032177321329,8.970774584646433e-10
118,0.0004540007812712776,0.0004540038057383849,1.1054203775460932e-09
119,0.00045400136515924214,0.00045400341251528964,1.0179932048724192e-09
120,0.00045400166067641407,0.0004540038047367867,8.773795722597854e-10
121,0.000454000439283963,0.0004540032946226135,1.089860452115275e-09
122,0.0004540012371576646,0.0004540029704797122,1.038738393786686e-09
123,0.00045400174563936627,0.0004540035357409122,9.033176819832909e-10
124,0.0004540008628167166,0.00045400351775332326,9.476272018142417e-10
125,0.0004540010865032519,0.0004540032116160577,8.427635691194293e-10
126,0.0004540014547174344,0.0004540036258555385,7.832623897935502e-10
