,Mejor,Media,Std
0,0.0016938734604204971,0.009210075522065025,0.0036699319701098375
1,0.0016938734604204971,0.006431663324893065,0.002355136666346098
2,0.0016938734604204971,0.004710731495257703,0.0010251921422944619
3,0.0016938734604204971,0.004319863492426579,0.0009642593474058306
4,0.0016938734604204971,0.004021931388095215,0.000940250899155518
5,0.0014355736375853327,0.003601039692822515,0.0010206948550750652
6,0.0014355736375853327,0.0032370695713376603,0.0009491464030765783
7,0.0014355736375853327,0.003016985936365182,0.00078484828201304
8,0.0014355736375853327,0.00276506178592089,0.0006576682855087167
9,0.0014355736375853327,0.002573225893753258,0.0006274778928940777
10,0.0014355736375853327,0.0024610806849553377,0.0005634822544247273
11,0.0008864989663233016,0.002168576254209481,0.0004893915695120102
12,0.0008864989663233016,0.002006643535054006,0.00042300119222138524
13,0.0008864989663233016,0.0018947948280729344,0.00037060382928190313
14,0.0008620169508624784,0.0016996109677578169,0.0003600090238228411
15,0.0008020848136208205,0.0014468178111984912,0.00037178326862898005
16,0.0008020848136208205,0.0013722835893268646,0.0003171987172447429
17,0.0007245191131173902,0.0012301211372593179,0.00026950573961181636
18,0.0007245191131173902,0.0011772887500025363,0.00021993741929626158
19,0.0007245191131173902,0.0011216416392579645,0.0001797950136026337
20,0.0007245191131173902,0.001055079641017684,0.00015967019654620295
21,0.0007245191131173902,0.0009387243965758597,0.00011110359463322727
22,0.0006822656753608102,0.0008842733253674946,9.969586039406298e-05
23,0.0006042923707193031,0.0008116202160157209,0.00010167136651759652
24,0.0006042923707193031,0.0007788499559744989,8.310662478936658e-05
25,0.0006042923707193031,0.000773831272818526,8.036118671821108e-05
26,0.0006042923707193031,0.0007698979010762918,7.6629997517429e-05
27,0.0005502122134491889,0.0007579187527860539,8.267862953237482e-05
28,0.0005502122134491889,0.0007350271756017123,7.06400247305632e-05
29,0.0005502122134491889,0.0007259271535360303,6.66404950598066e-05
30,0.0005502122134491889,0.000718471077765305,6.472001477967835e-05
31,0.0005502122134491889,0.0006986776459218115,6.466468928654209e-05
32,0.0005502122134491889,0.0006728047580373463,5.628047154510766e-05
33,0.0005502122134491889,0.0006634679482299705,5.450203170606259e-05
34,0.0005502122134491889,0.000649610871361985,5.326566265879403e-05
35,0.0005502122134491889,0.0006483090311994237,5.1914768931881964e-05
36,0.0005502122134491889,0.000644536679037995,4.987932931991102e-05
37,0.0005494787649705512,0.0006345763893159515,4.916696975223186e-05
38,0.0005494787649705512,0.0006183816684480097,4.2778983333222834e-05
39,0.0005494787649705512,0.0006068585215778662,3.429300817908973e-05
40,0.0005339524417207535,0.0006011550988875003,3.36702737065898e-05
41,0.0005113286598698259,0.0005940207948416354,3.414584740588175e-05
42,0.0005113286598698259,0.0005868461335356483,3.505012871400288e-05
43,0.0005113286598698259,0.0005794110471268238,3.349881736699295e-05
44,0.0005015258517586987,0.0005649474282827131,3.139257534072713e-05
45,0.0005015258517586987,0.0005565233430345869,2.9491046682239376e-05
46,0.0005015258517586987,0.0005476235032755919,2.4382839497264183e-05
47,0.0005015258517586987,0.0005476235032755919,2.4382839497264183e-05
48,0.0004948523914580617,0.0005445761957095678,2.5088597445208006e-05
49,0.0004948523914580617,0.000542602321813529,2.3779637248838296e-05
50,0.0004948523914580617,0.000540775021493084,2.1982691812424253e-05
51,0.0004948523914580617,0.0005376110239581521,1.846949814663558e-05
52,0.0004948523914580617,0.000531850453420771,1.8948449236611356e-05
53,0.0004948523914580617,0.000530275807469996,1.8657589800342257e-05
54,0.000486312227577502,0.000528024528763225,1.97630660919022e-05
55,0.000486312227577502,0.0005235984965526221,1.91664022511525e-05
56,0.000486312227577502,0.0005221481089698048,1.8040322348310825e-05
57,0.000486312227577502,0.0005219406100160682,1.7749306826495555e-05
58,0.000486312227577502,0.0005204163152689242,1.627996815629321e-05
59,0.000486312227577502,0.0005204163152689242,1.627996815629321e-05
60,0.000486312227577502,0.0005193065440416382,1.5801548645866335e-05
61,0.000486312227577502,0.0005155375400175069,1.446106719143578e-05
62,0.000486312227577502,0.0005150242471822766,1.3920727408723208e-05
