,num_padres,eps,tau,n_sigmas,discreto,elitismo,ej,index,Mejor
94,3,0.0001,0.4,True,True,True,2,1184,3.491003969831674e-08
95,3,0.0001,0.4,True,True,True,3,1199,1.9166791569528882e-08
96,3,0.0001,0.5,False,False,False,0,804,0.0004337998468547
97,3,0.0001,0.5,False,False,False,1,180,6.513981803617908e-06
98,3,0.0001,0.5,False,False,False,2,1199,0.0002664681192663
99,3,0.0001,0.5,False,False,False,3,165,0.000122897258519
100,3,0.0001,0.5,False,False,True,0,1199,7.897567271263468e-05
101,3,0.0001,0.5,False,False,True,1,1199,5.014290401366371e-06
102,3,0.0001,0.5,False,False,True,2,1199,2.6185293870168026e-06
103,3,0.0001,0.5,False,False,True,3,1199,1.2648357164053006e-05
104,3,0.0001,0.5,False,True,False,0,195,7.156277389888604e-06
105,3,0.0001,0.5,False,True,False,1,183,4.4977060726911325e-06
106,3,0.0001,0.5,False,True,False,2,301,5.998389834748305e-06
107,3,0.0001,0.5,False,True,False,3,995,1.135538338849475e-05
108,3,0.0001,0.5,False,True,True,0,1199,1.667149636419608e-05
109,3,0.0001,0.5,False,True,True,1,1199,9.983754503619592e-05
110,3,0.0001,0.5,False,True,True,2,1199,1.6843209169277187e-06
111,3,0.0001,0.5,False,True,True,3,1199,4.168330417536e-05
112,3,0.0001,0.5,True,False,False,0,316,1.7326697160406525e-05
113,3,0.0001,0.5,True,False,False,1,215,1.0429918300447327e-05
114,3,0.0001,0.5,True,False,False,2,279,5.970403792123448e-07
115,3,0.0001,0.5,True,False,False,3,191,2.604191992052052e-06
116,3,0.0001,0.5,True,False,True,0,1199,4.0578443205232225e-08
117,3,0.0001,0.5,True,False,True,1,1199,1.8478791889230712e-08
118,3,0.0001,0.5,True,False,True,2,1199,1.639646039029376e-08
119,3,0.0001,0.5,True,False,True,3,1199,3.5802959748443656e-08
120,3,0.0001,0.5,True,True,False,0,182,2.2007870109192864e-06
121,3,0.0001,0.5,True,True,False,1,229,3.863135625461444e-06
122,3,0.0001,0.5,True,True,False,2,218,8.007330297386275e-06
123,3,0.0001,0.5,True,True,False,3,277,4.792359233087751e-06
124,3,0.0001,0.5,True,True,True,0,1199,5.5074869604077504e-08
125,3,0.0001,0.5,True,True,True,1,1199,2.8362692993819573e-08
126,3,0.0001,0.5,True,True,True,2,1199,6.337958100562282e-08
127,3,0.0001,0.5,True,True,True,3,1199,3.433513863621735e-08
128,3,0.001,0.2,False,False,False,0,227,3.561939787601528e-05
129,3,0.001,0.2,False,False,False,1,276,6.416360026871711e-05
130,3,0.001,0.2,False,False,False,2,545,0.000152098044519
131,3,0.001,0.2,False,False,False,3,311,6.537122092076606e-05
132,3,0.001,0.2,False,False,True,0,1199,4.5020978696499934e-05
133,3,0.001,0.2,False,False,True,1,1199,1.3897822737957383e-05
134,3,0.001,0.2,False,False,True,2,1199,2.3462883267671805e-05
135,3,0.001,0.2,False,False,True,3,1199,1.7810828894953615e-05
136,3,0.001,0.2,False,True,False,0,162,3.651759213390586e-05
137,3,0.001,0.2,False,True,False,1,267,5.19082876233784e-05
138,3,0.001,0.2,False,True,False,2,258,4.327014056189969e-05
139,3,0.001,0.2,False,True,False,3,241,5.076560453627447e-05
140,3,0.001,0.2,False,True,True,0,1199,6.216593452264469e-06
141,3,0.001,0.2,False,True,True,1,1199,2.710377914905028e-06
142,3,0.001,0.2,False,True,True,2,1199,9.298883106301848e-07
143,3,0.001,0.2,False,True,True,3,1199,7.532353195265715e-07
144,3,0.001,0.2,True,False,False,0,347,5.007427051778793e-05
145,3,0.001,0.2,True,False,False,1,223,9.859114606437448e-06
146,3,0.001,0.2,True,False,False,2,184,2.9081409535116145e-05
147,3,0.001,0.2,True,False,False,3,195,0.000115420049988
148,3,0.001,0.2,True,False,True,0,1199,3.549970147494948e-07
149,3,0.001,0.2,True,False,True,1,1199,1.3916361705345805e-07
