,init,strategy,F,CR,x,valor
0,latinhypercube,rand1bin,0.5,0.2,"[ 4.71243708  1.5707867   4.71261077 -4.71277001 -1.57078945 -4.71254568
  1.5710379  -1.57055771 -4.71221204 -4.71277401]",0.00045399950855662803
1,latinhypercube,rand1bin,0.5,0.30000000000000004,"[ 1.5710189  -1.57016135  4.71283012  4.71243953  1.56999065 -4.71177219
 -4.71366909  4.71266824 -4.71228158  7.85448589]",0.0004540007938889855
2,latinhypercube,rand1bin,0.5,0.4,"[-1.57184157  1.57522251 -1.57690445 -1.58712788  4.71577744  4.71664997
 -4.71844218  7.86153827  4.7117055   1.5636377 ]",0.0004542035528921555
3,latinhypercube,rand1bin,0.5,0.5,"[-7.85365354 -4.71212234 -1.57089857 -7.85441505  7.8543635   1.57093827
 -4.71266951 -7.85421492  7.85417603 -7.85446337]",0.00045399968415435824
4,latinhypercube,rand1bin,0.5,0.6000000000000001,"[-1.56668116  4.71702319 -1.5704442   1.57631509  1.57364217 -4.71661409
 -7.85160254  1.57217747 -1.56672909  1.56887715]",0.0004540494494067528
5,latinhypercube,rand1bin,0.5,0.7,"[-7.85248742 -4.7127032   4.71111167 -4.71242553  1.57169646  7.85549482
  1.56994361 -1.57130987 -1.57160521 -7.85533074]",0.0004540035999715564
6,latinhypercube,rand1bin,0.5,0.8,"[ 1.56681067  7.8528497   4.71466941 -4.7100359  -4.71418482 -4.71812282
 -7.847933    1.56551531  1.56910537 -7.84794546]",0.00045406785519549537
7,latinhypercube,rand1bin,0.5,0.9000000000000001,"[ 1.5706345   1.57134891 -1.57029202  4.7124118  -4.71282378  4.71183763
 -4.71187133  1.57051214  1.57103224 -1.57102968]",0.00045399992615239877
8,latinhypercube,rand1bin,0.5,1.0,"[ 4.71165352 -1.57079778  4.71398667  4.71230715 -7.854065    4.71656274
 -4.71279047  1.57436862 -1.57037016  4.70811175]",0.00045402051503604893
9,latinhypercube,rand1bin,0.6,0.2,"[ 4.71444305  1.56950567  7.85511025  4.71079124 -1.57010682  7.85466196
 -7.85355486  1.57208982 -1.57027676  7.85477442]",0.0004540047743304262
