,init,strategy,F,CR,x,valor
0,latinhypercube,rand1bin,0.5,0.2,"[-1.57109261  7.85401251 -1.57049273 -7.8538136   4.71219302  1.57084174
  7.8539849   1.57087915  1.57015027 -7.85369152]",0.00045399960735547707
1,latinhypercube,rand1bin,0.5,0.30000000000000004,"[ 1.57145943  4.71233121 -1.57054746 -4.71241215 -4.71231649  4.71217313
 -7.85419868  1.57074223 -7.85402275  4.71284821]",0.00045399963267302217
2,latinhypercube,rand1bin,0.5,0.4,"[ 1.56254856 -4.71445017 -1.56878023  1.56616144  1.56691094 -4.70066671
 -7.85647751  7.8556877   4.70833966 -1.56656803]",0.0004541193336823458
3,latinhypercube,rand1bin,0.5,0.5,"[ 1.57133191 -1.57066573 -1.57094032 -1.57155365  7.85578674 -1.56986452
 -4.71105209  1.56901046 -7.85299649 -1.5729288 ]",0.00045400563886752925
4,latinhypercube,rand1bin,0.5,0.6000000000000001,"[ 1.5733984   4.71014214 -4.71389183 -1.56666981  4.7182631   4.70848772
  4.7142623   4.71305606  4.71193895  4.70997539]",0.00045403640502569956
5,latinhypercube,rand1bin,0.5,0.7,"[ 4.71973747 -4.71143283  4.70685051 -1.56482592  7.84834629  7.85997678
 -1.56988088 -7.86127824  1.56765075  4.71616782]",0.00045410848140489706
6,latinhypercube,rand1bin,0.5,0.8,"[ 1.56873547 -1.56720361  4.71213924 -1.57347528 -1.57357797 -1.56800382
  1.57217784  1.57214498 -7.85563565 -7.85344532]",0.0004540183715459863
7,latinhypercube,rand1bin,0.5,0.9000000000000001,"[ 1.57077017 -7.8540025   7.85401124 -7.85430409 -7.8540203   1.57068882
  4.71231558  7.85351597 -7.85387359 -4.71207828]",0.0004539994812783642
8,latinhypercube,rand1bin,0.5,1.0,"[-7.85282141 -1.57354602 -4.71204264 -1.57318657 -1.57169941  4.71131438
  7.85628108 -1.57051502 -1.56735574  4.71438996]",0.0004540147913728563
9,latinhypercube,rand1bin,0.6,0.2,"[-1.57073646  7.85409606  1.56931112  7.85414578  1.57148898 -1.5707166
 -4.71128699 -4.71299379  7.85453278 -1.56966027]",0.0004540017125156659
10,latinhypercube,rand1bin,0.6,0.30000000000000004,"[-1.57018528 -4.71133682  4.71220916 -4.71279545  1.57124716 -4.71311976
  7.85385153  4.71214672 -4.71277383 -1.57180133]",0.00045400078861061174
11,latinhypercube,rand1bin,0.6,0.4,"[-7.84856645 -4.70894174  1.56896286 -1.57601262 -4.71412925  4.71605323
  7.85045077 -1.57406316 -4.71400369  7.8576791 ]",0.00045405145877673423
12,latinhypercube,rand1bin,0.6,0.5,"[-1.57121386 -4.71313724 -1.57250997  4.7139705   7.85394063 -1.57208206
  7.85554801  4.71134432  4.71319234 -7.85225943]",0.0004540054197105827
13,latinhypercube,rand1bin,0.6,0.6000000000000001,"[-4.71355083  1.57096895 -4.7122711  -7.85224841 -1.57198991  1.57099443
  1.5695027   1.5708336   1.57268733  4.71309057]",0.0004540040392387529
14,latinhypercube,rand1bin,0.6,0.7,"[-4.71214544  1.57081088 -1.5709711   7.85404581  7.85428753 -4.71208284
 -1.57075959  1.57073824 -1.57051067  1.57106634]",0.00045399947770140763
15,latinhypercube,rand1bin,0.6,0.8,"[ 4.71018695 -4.71259193  4.7099063   7.85269381 -4.7104052   4.71039524
  1.57306379  7.85576623  1.57080702  4.7142496 ]",0.0004540125408606755
16,latinhypercube,rand1bin,0.6,0.9000000000000001,"[ 1.57466654  1.57343206 -1.57103186 -4.71579763 -1.57105898 -4.71037713
 -7.85603291  1.5725975   1.56582421 -1.57016865]",0.0004540280165682929
17,latinhypercube,rand1bin,0.6,1.0,"[-1.57100137  1.57166176  7.85486091 -1.57151745  7.85481539  7.85244594
 -1.56934414  4.713915   -1.57079645 -4.71384126]",0.00045400407188033213
18,latinhypercube,rand1bin,0.7,0.2,"[-7.85425     7.85553825  1.57125132  7.85382278  7.8527125   7.85352022
 -1.57179553 -1.57216339  1.5732471   4.71391048]",0.0004540057288001961
19,latinhypercube,rand1bin,0.7,0.30000000000000004,"[ 1.5690388  -4.71224288  4.71348597 -4.71134292  1.57258247  7.85205258
 -7.85545269  7.85292967  7.85387645 -7.85244744]",0.00045400663401631104
