,init,strategy,F,CR,x,valor
42,latinhypercube,rand1bin,0.8999999999999999,0.8,"[ 0.00000000e+00  2.56135113e-11 -6.24777077e-08 -3.00459745e-07
  2.56010446e-05  1.04101018e-04  9.82926845e-04  2.28089044e-03
  1.14788581e-03 -5.81130105e-03]",2.5751252103890223e-21
43,latinhypercube,rand1bin,0.8999999999999999,0.9000000000000001,"[ 0.00000000e+00  3.18223670e-10 -3.67809936e-07 -1.70632413e-05
 -1.97147447e-04 -8.59902330e-05  1.62665445e-04 -4.72460731e-04
  5.78684870e-03  2.26486533e-03]",5.408951159166188e-19
44,latinhypercube,rand1bin,0.8999999999999999,1.0,"[ 0.00000000e+00 -1.84801452e-09 -6.51747131e-06  3.02092034e-04
  1.27325716e-03  6.68789287e-03  1.13793928e-02  2.51806056e-02
  4.18705081e-02  5.80846056e-02]",1.120432514942398e-12
45,latinhypercube,rand1bin,1.0,0.2,"[ 0.00000000e+00  0.00000000e+00  0.00000000e+00 -4.44089210e-16
 -6.89892588e-13 -8.22097945e-12  4.54409177e-10 -2.16581066e-08
 -7.70896738e-08 -6.62082781e-07]",2.598743385211069e-61
46,latinhypercube,rand1bin,1.0,0.30000000000000004,"[ 0.00000000e+00  0.00000000e+00  0.00000000e+00  1.00475184e-12
 -1.80208515e-10 -6.21804741e-09  7.39475010e-08 -7.13841089e-07
 -1.32884954e-06 -8.83090019e-06]",1.3494085709128219e-48
47,latinhypercube,rand1bin,1.0,0.4,"[ 0.00000000e+00  0.00000000e+00  5.24025268e-14  1.24138477e-10
  3.19508664e-09 -3.11964016e-07  2.68715074e-06  1.07962166e-05
 -3.95418012e-05 -4.12880152e-05]",2.736086169123264e-39
48,latinhypercube,rand1bin,1.0,0.5,"[ 0.00000000e+00  6.21724894e-15 -1.23695765e-09  2.77209556e-07
  5.83944985e-06  3.34023624e-06 -1.54455703e-04  6.27698409e-07
 -5.54150519e-05 -1.44924994e-03]",1.676431111079562e-26
49,latinhypercube,rand1bin,1.0,0.6000000000000001,"[ 0.00000000e+00 -9.47868450e-11  1.12701017e-08 -8.13702296e-07
 -6.45780473e-05 -1.01286765e-04 -1.30268744e-04  1.69737217e-04
 -4.01647958e-03  1.72011286e-03]",1.0382638059369514e-20
50,latinhypercube,rand1bin,1.0,0.7,"[-2.22044605e-16  1.66120295e-09  3.83343433e-07  5.81742816e-05
 -1.35574120e-04 -1.84296932e-04  2.09231480e-03  2.47738306e-03
 -9.23118594e-03  1.38270610e-02]",2.3727867537169e-16
51,latinhypercube,rand1bin,1.0,0.8,"[-2.68896017e-13  6.58369744e-07  2.46652164e-05 -3.91173790e-04
 -1.59762862e-03 -3.57358572e-03  2.85309580e-03 -5.55653210e-03
  2.85418811e-02 -4.14754896e-03]",7.658302257689228e-13
52,latinhypercube,rand1bin,1.0,0.9000000000000001,"[-1.61293201e-12 -1.71231793e-07 -1.06085783e-04  5.48593100e-05
  2.24621432e-03  3.43880581e-03  2.07002852e-03 -5.97732760e-05
  2.03960291e-03 -5.39166681e-03]",2.8950066881266102e-12
53,latinhypercube,rand1bin,1.0,1.0,"[-1.60664880e-08 -7.04226877e-05 -6.54430208e-03  6.17195734e-03
 -3.88556787e-02 -8.87922640e-02  1.28583162e-01 -1.27385483e-01
 -7.90535330e-02 -1.88132140e-01]",1.587534827251889e-06
54,latinhypercube,rand1bin,1.1,0.2,"[ 0.00000000e+00  0.00000000e+00  0.00000000e+00  1.51878510e-13
  9.51969614e-11  2.99253888e-09  7.30515697e-08 -7.81539424e-07
  6.41987955e-06  5.02129848e-06]",1.8683675435215908e-47
55,latinhypercube,rand1bin,1.1,0.30000000000000004,"[ 0.00000000e+00  0.00000000e+00  4.51838567e-12  2.07534900e-09
  1.03726244e-07  1.98284871e-06 -1.70767741e-06  3.17035637e-06
 -8.07235178e-05  1.67332536e-04]",1.8374417249934137e-34
56,latinhypercube,rand1bin,1.1,0.4,"[ 0.00000000e+00 -1.27786670e-13 -2.41244003e-09  9.01950532e-08
 -4.93007094e-06 -6.26408675e-07 -1.67141967e-04 -6.29747753e-05
 -4.87858432e-04 -1.52961330e-03]",3.706404387848853e-26
57,latinhypercube,rand1bin,1.1,0.5,"[ 0.00000000e+00 -1.62165614e-10 -1.11016751e-07 -4.16133150e-06
  1.00510260e-04 -2.60431316e-04  1.56879319e-03 -2.52795322e-03
  2.14216070e-03  4.53461217e-03]",6.359422391343156e-20
58,latinhypercube,rand1bin,1.1,0.6000000000000001,"[ 1.33226763e-15 -2.87156456e-08 -1.16800357e-05  1.97630615e-04
 -2.54931387e-04 -2.83848128e-03 -7.66866189e-03 -1.49552551e-02
  2.80601277e-02  2.74426226e-02]",2.0888859412607995e-14
59,latinhypercube,rand1bin,1.1,0.7,"[-1.72768167e-14 -1.18849042e-06  1.37751113e-05 -9.37068364e-04
  8.57697335e-04 -7.34655360e-03  2.22787845e-03  3.35252465e-02
 -4.08501724e-02 -1.40160257e-02]",4.27369839787435e-12
60,latinhypercube,rand1bin,1.1,0.8,"[-2.50493404e-10 -2.49852083e-05 -6.53347978e-04  2.79404116e-03
 -2.91184537e-03  2.65718276e-02 -5.50285522e-03 -9.95248751e-03
  8.93495837e-03 -2.12619919e-02]",1.5667866989787453e-09
61,latinhypercube,rand1bin,1.1,0.9000000000000001,"[-9.99954485e-10  1.76182527e-05 -4.15749188e-05  1.07621515e-02
 -6.02709334e-03  1.04698335e-02 -1.69714772e-02  3.49305557e-02
  1.11240041e-01  4.22498173e-02]",1.734577283141217e-08
62,latinhypercube,rand1bin,1.1,1.0,"[ 1.47352512e-08  8.80602700e-05  2.05338379e-03 -1.94957865e-03
  3.03907876e-02  7.71955654e-03 -4.69098425e-02  3.42445458e-02
 -1.41727394e-01  5.00576377e-03]",8.066053583438467e-08
63,latinhypercube,rand1bin,1.2,0.2,"[ 0.00000000e+00  0.00000000e+00  9.43689571e-14  2.50846011e-11
  1.22984745e-08 -1.24160999e-07 -6.64944839e-08  4.10798738e-06
 -2.46859627e-05  8.48004510e-06]",1.1293039241255035e-39
64,latinhypercube,rand1bin,1.2,0.30000000000000004,"[ 0.00000000e+00  6.66133815e-16 -1.24217969e-10 -1.17532584e-09
 -1.16567657e-06  9.78546639e-06  2.00556699e-05  1.57615435e-04
  3.77997987e-04 -2.13972683e-07]",5.930391702420982e-30
65,latinhypercube,rand1bin,1.2,0.4,"[ 0.00000000e+00  4.55906424e-11 -3.54154938e-07 -1.53642442e-05
 -9.78608139e-06 -4.78511262e-05  7.80790645e-04  2.35606963e-04
 -6.56107273e-05  6.09758983e-03]",1.0247102927641311e-19
66,latinhypercube,rand1bin,1.2,0.5,"[ 4.44089210e-16  7.63557408e-08 -3.13952380e-06  1.05711067e-04
  1.12155320e-03 -2.97445935e-03 -3.86729704e-03 -1.28929365e-02
 -6.38937750e-03  1.55979861e-02]",9.674569036293208e-15
67,latinhypercube,rand1bin,1.2,0.6000000000000001,"[-2.81806800e-11 -1.85178452e-06  1.13751095e-04  1.69543296e-03
 -4.01597131e-03 -2.94743207e-03 -3.11949938e-02 -1.18293874e-02
 -3.53108949e-02 -4.03175561e-02]",7.123381493117526e-11
68,latinhypercube,rand1bin,1.2,0.7,"[-4.47555442e-11 -9.15715815e-05 -1.06197832e-03  4.91894127e-03
 -1.30460572e-02 -2.68244861e-02  3.75236614e-02 -1.63179146e-02
 -5.23008089e-02  5.00981047e-03]",1.1071401788906078e-08
69,latinhypercube,rand1bin,1.2,0.8,"[-4.99999686e-09  5.41742649e-05 -3.34233869e-03  1.53152558e-03
 -3.42107278e-02 -7.60132246e-02  7.45302083e-02  8.10971126e-02
  8.83424474e-03  1.48291544e-01]",3.0482781098290493e-07
70,latinhypercube,rand1bin,1.2,0.9000000000000001,"[-4.81344921e-09  1.58660800e-04  3.32221377e-03 -1.91960630e-02
 -5.75208391e-02  7.29800529e-03  1.01407572e-01 -3.67864342e-02
 -1.40717316e-01  1.69392686e-01]",9.8349450668805e-07
71,latinhypercube,rand1bin,1.2,1.0,"[-4.99667973e-09  2.00584777e-04  9.07823637e-04  8.37440185e-03
  4.81526205e-02  9.21875180e-02 -8.62018121e-02  2.59730574e-02
  1.98713438e-01 -1.08238495e-01]",1.4422846212652013e-06
72,latinhypercube,rand1bin,1.2999999999999998,0.2,"[ 0.00000000e+00 -1.11022302e-16 -5.49671419e-13 -2.80937729e-09
 -1.85243909e-07 -1.11917529e-06 -9.86881781e-07  3.44444277e-05
  1.22539417e-04  2.77870257e-04]",1.2619463591479211e-32
73,latinhypercube,rand1bin,1.2999999999999998,0.30000000000000004,"[ 0.00000000e+00 -1.69009251e-12 -4.35217529e-10 -1.54357804e-07
 -5.90533960e-06  7.39871980e-06  6.35114431e-05 -8.73280786e-04
  1.16959116e-03 -2.20923923e-04]",3.2065891924270693e-24
74,latinhypercube,rand1bin,1.2999999999999998,0.4,"[ 1.33226763e-15 -6.86770196e-09 -4.64375395e-06 -1.91529528e-05
  6.34095385e-04 -3.71325953e-03 -4.09231614e-03  1.37110255e-02
  6.90192580e-03 -1.10262401e-02]",5.47188525428777e-15
75,latinhypercube,rand1bin,1.2999999999999998,0.5,"[ 4.14424051e-12  3.02500519e-06  3.57188777e-05 -2.48325166e-05
  2.68869769e-04 -1.23213473e-02 -3.67102030e-03  1.43207223e-02
 -3.13548968e-02 -4.26562050e-02]",1.6890526817600248e-11
76,latinhypercube,rand1bin,1.2999999999999998,0.6000000000000001,"[-7.09043516e-10  1.85663944e-05 -3.86465995e-04  2.89398572e-03
  1.31454667e-02 -1.42271438e-02  2.22984969e-02 -1.97636510e-02
 -1.75591429e-02  5.35696885e-02]",1.5854072952279131e-09
77,latinhypercube,rand1bin,1.2999999999999998,0.7,"[-4.99986502e-09 -5.01684234e-04  9.19282031e-04  9.28107504e-04
  4.52209181e-02  7.06055943e-02 -5.93047348e-02  3.00548126e-02
  6.94712769e-02  8.13427612e-03]",5.730748158151605e-07
78,latinhypercube,rand1bin,1.2999999999999998,0.8,"[-4.98805999e-09  9.35401191e-04  2.64524714e-03  7.37916888e-03
 -6.85936162e-02 -5.48487654e-03 -1.31822715e-03  1.61522196e-02
 -3.83612960e-03 -1.45969261e-02]",2.4199511213403477e-06
79,latinhypercube,rand1bin,1.2999999999999998,0.9000000000000001,"[-5.94380780e-09  2.66268990e-05  1.67113310e-03 -3.05785432e-03
 -1.78746879e-02 -1.79842792e-02  9.55501146e-02 -3.77633291e-02
 -8.65675441e-02 -2.06994214e-01]",2.3066189394733818e-07
80,latinhypercube,rand1bin,1.2999999999999998,1.0,"[ 4.85983076e-09  9.26649604e-05 -4.92939471e-03  9.71756837e-03
 -1.76215269e-02  9.60996637e-02 -8.50417058e-02 -9.48106064e-02
 -1.78233466e-01 -1.01751657e-02]",1.1516964740467613e-06
81,latinhypercube,rand1bin,1.4,0.2,"[ 0.00000000e+00  1.33226763e-14 -6.71494305e-10  1.47367170e-07
 -3.33190334e-06  1.25067339e-05  5.88014019e-06  8.05381601e-05
  2.35156644e-04 -3.53821064e-04]",1.3663769802783033e-27
82,latinhypercube,rand1bin,1.4,0.30000000000000004,"[ 0.00000000e+00  2.68901523e-09  3.17762264e-07 -2.82413135e-05
 -3.87048149e-04  1.36749359e-03 -1.84763442e-03  5.49156222e-03
 -3.60724747e-05 -4.31219082e-03]",2.402534544023225e-17
83,latinhypercube,rand1bin,1.4,0.4,"[-1.84297022e-14  1.89674194e-08 -4.11411293e-05 -2.58365465e-06
  1.91218094e-03 -1.41106120e-03  9.12306826e-03  3.28913867e-03
 -1.50679915e-02  7.35128313e-03]",1.1929753859663967e-13
84,latinhypercube,rand1bin,1.4,0.5,"[-3.85025345e-13 -8.07808856e-07 -2.37663016e-04 -1.24125214e-03
  2.80077055e-03  2.07502884e-04  2.38807574e-02  1.10417170e-02
  3.38113474e-02  6.63548817e-03]",2.1495075909893304e-11
85,latinhypercube,rand1bin,1.4,0.6000000000000001,"[-1.48738036e-09  4.19736372e-04 -4.82882340e-03 -1.12938701e-02
 -2.42941985e-02  6.63458001e-02  5.63830933e-02  1.49687447e-02
  9.10189141e-02  1.54389726e-01]",4.1021580241603473e-07
86,latinhypercube,rand1bin,1.4,0.7,"[-5.07007352e-09 -1.15982769e-05 -1.50098254e-03  9.05981635e-03
  5.27256008e-02  4.54584453e-02 -1.56872346e-01  8.83075531e-02
 -1.05485992e-01 -1.72963171e-01]",2.798800737237832e-06
87,latinhypercube,rand1bin,1.4,0.8,"[-5.02956066e-09  5.36668266e-05  2.04516244e-04 -1.80957253e-03
 -1.25192829e-02  4.16687682e-02  4.48823906e-02 -3.89918511e-02
 -1.45883464e-01  5.20844255e-02]",4.376965229401244e-08
88,latinhypercube,rand1bin,1.4,0.9000000000000001,"[ 2.47630926e-04 -7.28806298e-03 -5.99511038e-02  4.84192858e-02
  1.26894402e-01 -5.14998723e-02 -3.04840812e-01 -1.13385381e-01
  3.95085788e-01 -3.44952170e-01]",0.0010576924717288184
89,latinhypercube,rand1bin,1.4,1.0,"[-6.13348857e-06  2.65263286e-03  4.31482087e-02 -5.65756901e-02
  9.59866765e-02 -1.65873037e-01  2.14556914e-01 -1.30458422e-01
 -3.69255558e-01 -2.95165026e-01]",0.0002863853689582632
90,latinhypercube,rand1bin,1.5,0.2,"[ 0.00000000e+00 -1.12339027e-11  2.04959858e-08  5.58294879e-07
  2.80468536e-05 -1.77711355e-05 -3.47758938e-04  1.46661248e-03
  3.15578508e-03  1.97125700e-03]",2.0532725736409899e-22
91,latinhypercube,rand1bin,1.5,0.30000000000000004,"[-1.11022302e-16 -1.22525841e-08 -1.33473976e-06 -5.56450298e-05
 -5.54293124e-04  1.22678011e-03 -1.51894437e-03  2.60501719e-03
 -7.36547111e-03 -1.68312665e-03]",3.2893044545375133e-16
92,latinhypercube,rand1bin,1.5,0.4,"[-7.80286946e-12 -2.23298383e-06  1.47993264e-04  7.31730093e-05
 -6.22068002e-03 -5.22382422e-03  1.80536746e-02  1.82802923e-03
 -2.66152890e-02 -8.32830249e-03]",2.5997738778201733e-11
93,latinhypercube,rand1bin,1.5,0.5,"[-8.07971978e-09 -2.41061611e-06  1.02711724e-03  1.12714504e-03
 -1.64498956e-02  2.87552940e-02  2.34679788e-02 -3.13716583e-02
  4.24100533e-02  4.42214102e-02]",1.0945914690915284e-08
94,latinhypercube,rand1bin,1.5,0.6000000000000001,"[-1.15269405e-06  2.83106219e-04 -3.78261784e-03  1.07285274e-02
 -4.70642856e-02 -3.63661698e-02 -4.68331632e-02  7.75382024e-02
 -1.51986753e-01  8.00355915e-02]",1.5785327110267078e-06
95,latinhypercube,rand1bin,1.5,0.7,"[-1.91783413e-09 -2.49213574e-06 -4.07710892e-04  7.77020318e-03
  1.33755270e-02 -1.13586348e-02  7.71917893e-02 -9.02726715e-02
  9.91224392e-02  1.38515300e-01]",3.0331658114496845e-08
96,latinhypercube,rand1bin,1.5,0.8,"[-5.26572637e-09 -3.58680891e-06 -8.82906359e-04  1.37910841e-02
 -2.08440463e-03  6.35516776e-02 -4.25567305e-02 -9.40271688e-02
 -1.34980631e-01  1.29332700e-01]",1.3056848519229993e-07
97,latinhypercube,rand1bin,1.5,0.9000000000000001,"[-1.61164849e-09  7.73846112e-04  1.87748165e-02  6.32088820e-03
  6.66104043e-02  1.21326061e-01 -3.40295065e-02 -1.73927174e-01
  6.58595413e-02 -4.06045486e-02]",1.2558379310920824e-05
98,latinhypercube,rand1bin,1.5,1.0,"[-9.75964972e-09 -2.91510316e-05  1.34872651e-04 -6.39339685e-03
 -9.43186212e-03  9.46134881e-03  1.14797678e-01  9.44378602e-02
 -1.62370679e-01 -1.81729646e-01]",3.991613717966477e-07
99,latinhypercube,rand1bin,1.5999999999999999,0.2,"[ 0.00000000e+00 -3.92605948e-11  4.71611417e-10 -2.42612899e-07
  4.65926704e-06 -1.19229526e-04 -3.96883513e-04  1.14152869e-03
  2.61974581e-03  3.07497428e-03]",1.5545949607380892e-21
100,latinhypercube,rand1bin,1.5999999999999999,0.30000000000000004,"[ 8.21565038e-15 -1.05569223e-07  2.20734809e-05  3.32388559e-05
 -8.80599413e-04 -4.29683258e-03  2.67317169e-03  5.88699651e-04
  1.54209265e-03  3.49722713e-02]",3.9677536611605447e-14
101,latinhypercube,rand1bin,1.5999999999999999,0.4,"[-1.08674941e-10  8.94912570e-06  4.84157853e-04  1.94178664e-03
  4.02133016e-03 -4.73151893e-03  1.33750195e-03  1.02343791e-02
 -3.88314795e-02 -7.55160121e-02]",3.2376430387113144e-10
102,latinhypercube,rand1bin,1.5999999999999999,0.5,"[-4.62738323e-09  1.24769016e-04 -2.73725679e-04  1.61695501e-02
 -3.98281480e-03  1.91955494e-03 -1.60633146e-02  2.96026433e-02
  4.90414779e-02  6.38296720e-02]",8.857820799017815e-08
103,latinhypercube,rand1bin,1.5999999999999999,0.6000000000000001,"[ 1.09620219e-06  5.90024361e-04 -1.01983530e-02 -7.19297564e-03
 -3.73672006e-02 -1.01089918e-01 -5.57521091e-02 -1.03238844e-01
 -4.73114557e-02 -2.60377418e-01]",5.094636203670584e-06
104,latinhypercube,rand1bin,1.5999999999999999,0.7,"[-2.48536238e-09  3.72007137e-05  2.18444373e-03 -6.84851928e-03
 -2.59896824e-02 -5.87228381e-02  5.18268274e-02 -1.44630404e-01
 -1.65818505e-01 -2.12133805e-01]",5.411391293379345e-07
105,latinhypercube,rand1bin,1.5999999999999999,0.8,"[ 1.95138601e-04  1.30779048e-02 -4.14396609e-02 -7.93125766e-04
  3.22742285e-02  7.40858353e-02 -2.43326061e-01 -2.57843860e-01
 -3.24798662e-01  9.07732012e-02]",0.0005478008546642633
106,latinhypercube,rand1bin,1.5999999999999999,0.9000000000000001,"[-0.00058838 -0.02025204  0.03095928 -0.17088158 -0.14289779  0.22402251
 -0.25051878  0.42634123  0.34653554  0.15170739]",0.003292435744550287
107,latinhypercube,rand1bin,1.5999999999999999,1.0,"[ 3.25816589e-12  9.52339463e-03  9.49364936e-02  2.25275407e-01
  2.73702779e-01 -1.96329260e-02 -3.53577866e-01  2.32251349e-02
 -6.80321988e-02  1.95727429e-01]",0.005748782002636592
108,latinhypercube,rand1bin,1.7,0.2,"[ 0.00000000e+00  3.48957463e-09 -1.15005119e-06  2.62667243e-05
 -6.76557334e-04 -1.24387498e-03  4.73599735e-03  5.97935226e-03
 -2.62871422e-03 -1.40470212e-02]",2.150028647013583e-16
109,latinhypercube,rand1bin,1.7,0.30000000000000004,"[ 6.26831920e-13 -3.65833858e-07  3.22613085e-05  1.79184591e-04
 -6.89920848e-05  4.28542928e-03 -1.12836980e-03 -1.14423355e-02
  3.01214588e-03 -3.60443080e-02]",8.054636930031677e-13
110,latinhypercube,rand1bin,1.7,0.4,"[-1.08651584e-11  4.60286169e-06 -7.05831840e-04  5.46553901e-03
  8.93192530e-03 -1.11770450e-02  1.71972755e-02 -4.96288121e-02
 -9.40476213e-02  4.58740392e-02]",1.9477390490706223e-09
